execucao_id,cenario,familia_intencionada,classe,ids,n_alertas,n_corretos,n_errados,familias_detectadas,rotulo,familia_prevista
campanha02-dns-tunneling-malicioso-r13,dns-tunneling,dns-tunneling,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-sql-injection-malicioso-r03,sql-injection,sqli,malicioso,suricata,61,2,59,dos-http;sqli;xss,TP,sqli
campanha02-sql-injection-malicioso-r03,sql-injection,sqli,malicioso,snort,2,0,2,xss,ERRO_CLASSIF,xss
campanha02-sql-injection-malicioso-r03,sql-injection,sqli,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-benigno-ssh-benigno-r02,benigno-ssh,ssh,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-ssh-benigno-r02,benigno-ssh,ssh,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-ssh-benigno-r02,benigno-ssh,ssh,benigno,zeek,0,0,0,-,TN,-
campanha02-dns-tunneling-malicioso-r06,dns-tunneling,dns-tunneling,malicioso,suricata,204,204,0,dns-tunneling,TP,dns-tunneling
campanha02-dns-tunneling-malicioso-r06,dns-tunneling,dns-tunneling,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-dns-tunneling-malicioso-r06,dns-tunneling,dns-tunneling,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-benigno-mix-benigno-r14,benigno-mix,mix,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r14,benigno-mix,mix,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r14,benigno-mix,mix,benigno,zeek,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r14,benigno-icmp,icmp,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r14,benigno-icmp,icmp,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r14,benigno-icmp,icmp,benigno,zeek,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r11,benigno-dns,dns,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r11,benigno-dns,dns,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r11,benigno-dns,dns,benigno,zeek,0,0,0,-,TN,-
campanha02-idor-path-traversal-malicioso-r11,idor-path-traversal,path-traversal,malicioso,suricata,1061,0,819,dos-http;flood-syn;nao-mapeado,ERRO_CLASSIF,dos-http
campanha02-idor-path-traversal-malicioso-r11,idor-path-traversal,path-traversal,malicioso,snort,1013,0,1013,dos-http;flood-syn,ERRO_CLASSIF,dos-http
campanha02-idor-path-traversal-malicioso-r11,idor-path-traversal,path-traversal,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r13,ssh-bruteforce,ssh-brute,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r13,ssh-bruteforce,ssh-brute,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r13,ssh-bruteforce,ssh-brute,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-xss-scanner-malicioso-r05,xss-scanner,xss,malicioso,suricata,517,2,302,dos-http;flood-syn;nao-mapeado;xss,TP,xss
campanha02-xss-scanner-malicioso-r05,xss-scanner,xss,malicioso,snort,492,2,217,dos-http;flood-syn;nao-mapeado;xss,TP,xss
campanha02-xss-scanner-malicioso-r05,xss-scanner,xss,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-benigno-mix-benigno-r12,benigno-mix,mix,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r12,benigno-mix,mix,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r12,benigno-mix,mix,benigno,zeek,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r02,benigno-mix,mix,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r02,benigno-mix,mix,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r02,benigno-mix,mix,benigno,zeek,0,0,0,-,TN,-
campanha02-idor-path-traversal-malicioso-r15,idor-path-traversal,path-traversal,malicioso,suricata,1391,0,1072,dos-http;flood-syn;nao-mapeado,ERRO_CLASSIF,dos-http
campanha02-idor-path-traversal-malicioso-r15,idor-path-traversal,path-traversal,malicioso,snort,1429,0,1429,dos-http;flood-syn,ERRO_CLASSIF,dos-http
campanha02-idor-path-traversal-malicioso-r15,idor-path-traversal,path-traversal,malicioso,zeek,4,4,0,path-traversal,TP,path-traversal
campanha02-dns-tunneling-malicioso-r10,dns-tunneling,dns-tunneling,malicioso,suricata,204,204,0,dns-tunneling,TP,dns-tunneling
campanha02-dns-tunneling-malicioso-r10,dns-tunneling,dns-tunneling,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-dns-tunneling-malicioso-r10,dns-tunneling,dns-tunneling,malicioso,zeek,301,179,0,dns-tunneling;nao-mapeado,TP,dns-tunneling
campanha02-benigno-http-benigno-r15,benigno-http,http,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r15,benigno-http,http,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r15,benigno-http,http,benigno,zeek,1,0,0,nao-mapeado,TN,-
campanha02-benigno-dns-benigno-r14,benigno-dns,dns,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r14,benigno-dns,dns,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r14,benigno-dns,dns,benigno,zeek,0,0,0,-,TN,-
campanha02-dns-tunneling-malicioso-r15,dns-tunneling,dns-tunneling,malicioso,suricata,204,204,0,dns-tunneling,TP,dns-tunneling
campanha02-dns-tunneling-malicioso-r15,dns-tunneling,dns-tunneling,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-dns-tunneling-malicioso-r15,dns-tunneling,dns-tunneling,malicioso,zeek,321,200,0,dns-tunneling;nao-mapeado,TP,dns-tunneling
campanha02-benigno-http-benigno-r14,benigno-http,http,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r14,benigno-http,http,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r14,benigno-http,http,benigno,zeek,0,0,0,-,TN,-
campanha02-syn-flood-malicioso-r11,syn-flood,flood-syn,malicioso,suricata,2,2,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r11,syn-flood,flood-syn,malicioso,snort,333,333,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r11,syn-flood,flood-syn,malicioso,zeek,308,0,307,nao-mapeado;scan,ERRO_CLASSIF,scan
campanha02-benigno-ssh-benigno-r14,benigno-ssh,ssh,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-ssh-benigno-r14,benigno-ssh,ssh,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-ssh-benigno-r14,benigno-ssh,ssh,benigno,zeek,4,0,0,nao-mapeado,TN,-
campanha02-benigno-http-benigno-r04,benigno-http,http,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r04,benigno-http,http,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r04,benigno-http,http,benigno,zeek,0,0,0,-,TN,-
campanha02-idor-path-traversal-malicioso-r14,idor-path-traversal,path-traversal,malicioso,suricata,1232,0,969,dos-http;flood-syn;nao-mapeado,ERRO_CLASSIF,dos-http
campanha02-idor-path-traversal-malicioso-r14,idor-path-traversal,path-traversal,malicioso,snort,1135,0,1135,dos-http;flood-syn,ERRO_CLASSIF,dos-http
campanha02-idor-path-traversal-malicioso-r14,idor-path-traversal,path-traversal,malicioso,zeek,1070,598,0,nao-mapeado;path-traversal,TP,path-traversal
campanha02-benigno-icmp-benigno-r03,benigno-icmp,icmp,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r03,benigno-icmp,icmp,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r03,benigno-icmp,icmp,benigno,zeek,0,0,0,-,TN,-
campanha02-port-scanner-tcp-malicioso-r14,port-scanner-tcp,scan,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-port-scanner-tcp-malicioso-r14,port-scanner-tcp,scan,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-port-scanner-tcp-malicioso-r14,port-scanner-tcp,scan,malicioso,zeek,2023,1956,0,nao-mapeado;scan,TP,scan
campanha02-syn-flood-malicioso-r12,syn-flood,flood-syn,malicioso,suricata,2,2,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r12,syn-flood,flood-syn,malicioso,snort,358,358,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r12,syn-flood,flood-syn,malicioso,zeek,346,0,345,nao-mapeado;scan,ERRO_CLASSIF,scan
campanha02-dos-http-simple-malicioso-r13,dos-http-simple,dos-http,malicioso,suricata,21,19,2,dos-http;flood-syn,TP,dos-http
campanha02-dos-http-simple-malicioso-r13,dos-http-simple,dos-http,malicioso,snort,50,50,0,dos-http,TP,dos-http
campanha02-dos-http-simple-malicioso-r13,dos-http-simple,dos-http,malicioso,zeek,201,0,200,nao-mapeado;scan,ERRO_CLASSIF,scan
campanha02-benigno-icmp-benigno-r06,benigno-icmp,icmp,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r06,benigno-icmp,icmp,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r06,benigno-icmp,icmp,benigno,zeek,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r15,benigno-mix,mix,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r15,benigno-mix,mix,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r15,benigno-mix,mix,benigno,zeek,8,0,8,scan,FP,scan
campanha02-ssh-bruteforce-malicioso-r04,ssh-bruteforce,ssh-brute,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r04,ssh-bruteforce,ssh-brute,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r04,ssh-bruteforce,ssh-brute,malicioso,zeek,150,0,0,nao-mapeado,FN_PURO,NENHUM
campanha02-sql-injection-malicioso-r11,sql-injection,sqli,malicioso,suricata,1356,2,1354,dos-http;sqli;xss,TP,sqli
campanha02-sql-injection-malicioso-r11,sql-injection,sqli,malicioso,snort,2,0,2,xss,ERRO_CLASSIF,xss
campanha02-sql-injection-malicioso-r11,sql-injection,sqli,malicioso,zeek,5,2,3,sqli;xss,TP,sqli
campanha02-benigno-icmp-benigno-r09,benigno-icmp,icmp,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r09,benigno-icmp,icmp,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-icmp-benigno-r09,benigno-icmp,icmp,benigno,zeek,0,0,0,-,TN,-
campanha02-port-scanner-tcp-malicioso-r12,port-scanner-tcp,scan,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-port-scanner-tcp-malicioso-r12,port-scanner-tcp,scan,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-port-scanner-tcp-malicioso-r12,port-scanner-tcp,scan,malicioso,zeek,2023,1956,0,nao-mapeado;scan,TP,scan
campanha02-ssh-bruteforce-malicioso-r01,ssh-bruteforce,ssh-brute,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r01,ssh-bruteforce,ssh-brute,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r01,ssh-bruteforce,ssh-brute,malicioso,zeek,158,0,2,nao-mapeado;scan,ERRO_CLASSIF,scan
campanha02-benigno-http-benigno-r02,benigno-http,http,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r02,benigno-http,http,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-http-benigno-r02,benigno-http,http,benigno,zeek,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r05,benigno-dns,dns,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r05,benigno-dns,dns,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r05,benigno-dns,dns,benigno,zeek,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r05,benigno-mix,mix,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r05,benigno-mix,mix,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-mix-benigno-r05,benigno-mix,mix,benigno,zeek,3,0,0,nao-mapeado,TN,-
campanha02-ssh-bruteforce-malicioso-r10,ssh-bruteforce,ssh-brute,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r10,ssh-bruteforce,ssh-brute,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r10,ssh-bruteforce,ssh-brute,malicioso,zeek,158,0,0,nao-mapeado,FN_PURO,NENHUM
campanha02-benigno-scan-benigno-r10,benigno-scan,scan,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-scan-benigno-r10,benigno-scan,scan,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-scan-benigno-r10,benigno-scan,scan,benigno,zeek,0,0,0,-,TN,-
campanha02-syn-flood-malicioso-r07,syn-flood,flood-syn,malicioso,suricata,2,2,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r07,syn-flood,flood-syn,malicioso,snort,317,317,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r07,syn-flood,flood-syn,malicioso,zeek,393,90,302,flood-syn;nao-mapeado;scan,TP,flood-syn
campanha02-udp-flood-malicioso-r03,udp-flood,flood-udp,malicioso,suricata,30662,30662,0,flood-udp,TP,flood-udp
campanha02-udp-flood-malicioso-r03,udp-flood,flood-udp,malicioso,snort,20156,20156,0,flood-udp,TP,flood-udp
campanha02-udp-flood-malicioso-r03,udp-flood,flood-udp,malicioso,zeek,11634,11633,0,flood-udp;nao-mapeado,TP,flood-udp
campanha02-syn-flood-malicioso-r10,syn-flood,flood-syn,malicioso,suricata,2,2,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r10,syn-flood,flood-syn,malicioso,snort,342,342,0,flood-syn,TP,flood-syn
campanha02-syn-flood-malicioso-r10,syn-flood,flood-syn,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-benigno-dns-benigno-r07,benigno-dns,dns,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r07,benigno-dns,dns,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-dns-benigno-r07,benigno-dns,dns,benigno,zeek,0,0,0,-,TN,-
campanha02-ssh-bruteforce-malicioso-r11,ssh-bruteforce,ssh-brute,malicioso,suricata,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r11,ssh-bruteforce,ssh-brute,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-ssh-bruteforce-malicioso-r11,ssh-bruteforce,ssh-brute,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-xss-scanner-malicioso-r03,xss-scanner,xss,malicioso,suricata,541,2,322,dos-http;flood-syn;nao-mapeado;xss,TP,xss
campanha02-xss-scanner-malicioso-r03,xss-scanner,xss,malicioso,snort,498,2,223,dos-http;flood-syn;nao-mapeado;xss,TP,xss
campanha02-xss-scanner-malicioso-r03,xss-scanner,xss,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
campanha02-benigno-ssh-benigno-r01,benigno-ssh,ssh,benigno,suricata,0,0,0,-,TN,-
campanha02-benigno-ssh-benigno-r01,benigno-ssh,ssh,benigno,snort,0,0,0,-,TN,-
campanha02-benigno-ssh-benigno-r01,benigno-ssh,ssh,benigno,zeek,0,0,0,-,TN,-
campanha02-dos-http-simple-malicioso-r01,dos-http-simple,dos-http,malicioso,suricata,14,11,3,dos-http;flood-syn,TP,dos-http
campanha02-dos-http-simple-malicioso-r01,dos-http-simple,dos-http,malicioso,snort,0,0,0,-,FN_PURO,NENHUM
campanha02-dos-http-simple-malicioso-r01,dos-http-simple,dos-http,malicioso,zeek,0,0,0,-,FN_PURO,NENHUM
